t_start_ms,t_end_ms,activity,drms_ax,drms_ay,drms_az,drms_gx,drms_gy,drms_gz,mean_ax,mean_ay,mean_az,mean_gx,mean_gy,mean_gz,p2p_ax,p2p_ay,p2p_az,p2p_gx,p2p_gy,p2p_gz,rms_ax,rms_ay,rms_az,rms_gx,rms_gy,rms_gz,std_ax,std_ay,std_az,std_gx,std_gy,std_gz,motion
5591504.0,5591775.0,20.67355192800019,0.0495698476092069,0.1245492735908162,0.1202167472526186,19.557547674470083,10.838298393198608,5.308262994222793,0.21038656,-0.1396656,0.8871644799999998,42.51519976,-90.19360088,-33.1156,0.509472,1.062376,1.494744,160.09,99.61,57.330001,0.2591021742309393,0.331231034414591,1.060525772198677,60.4663221664953,96.10471582831303,37.29174566831649,0.1512330389252507,0.3003456647531307,0.5810801140324195,42.99574287891416,33.184797192992896,17.147341824037948,Lift Upward
5591372.0,5591640.0,20.385370015282657,0.0486422634067673,0.1410781821733372,0.1339365911865262,19.50628621703361,11.11792279733522,5.000735334011868,0.06833952,-0.39740768,1.4758876799999998,6.8348,-37.01600032,-18.12439992,0.257176,0.822768,1.401536,102.829998,189.070003,85.889999,0.0924173054893941,0.4576798063303208,1.5105177789510986,32.72502587969032,72.55112888416832,31.430380136676693,0.062214695692333,0.2270196929774542,0.3215890491785713,32.00332526139122,62.39777257784899,25.678296732375085,Lift Upward
5650232.0,5650498.0,17.830277231780048,0.0288448526199505,0.085680893288216,0.0826759834373521,15.142823060226725,10.002440109127562,3.8888607753428897,0.36217408,-0.09781472,0.7198780799999999,-2.912000040000001,-115.08000028,-10.3656,0.4728719999999999,0.573888,1.352248,97.439998,143.850002,40.81,0.4007136517221243,0.1975230381815751,0.9002862759192989,30.32215100567901,122.41997902046548,17.21767790701174,0.1714682666053214,0.1716031210782647,0.5406393701388695,30.18199955897953,41.7521831635953,13.747827797495871,Lift Upward
5639330.0,5639598.0,17.16238005743065,0.0268353783899786,0.0792372233570393,0.084001348592349,13.73380230468488,10.776021565650211,3.95794140768494,0.3952995199999999,-0.14643904,0.67039488,9.12520012,-107.81399952,-11.622800000000002,0.432856,0.52948,1.457656,84.91,159.389994,44.169999,0.4212083681052882,0.2172104610136445,0.866146304589242,26.633214369369696,118.51586389298949,19.696776059771818,0.1454468248181774,0.1604244119130202,0.5484342493165298,25.021167646909536,49.215358393524376,15.90199695977836,Lift Upward
5695473.0,5695737.0,15.54513368064528,0.0415386859365258,0.0640733500294779,0.07819010361932,12.80742535920742,10.180739340212453,3.9230456873455632,0.4500336,-0.01177056,0.618784,26.65039964,-103.98640008,-11.6032,0.459208,0.537776,1.099464,129.429997,162.260002,45.219999,0.4813012857181247,0.1629182573302329,0.7681636506141123,47.03617410864113,115.05196437811573,20.181270721319816,0.1706478435403155,0.1624924997924716,0.4551722261614828,38.75768148131012,49.231931768572565,16.512099735866435,Lift Upward
5639198.0,5639463.0,15.33486850729126,0.0235305078568228,0.066875514183693,0.0820088682521591,12.332290376216982,9.757323720289351,3.5898751982718067,0.19879168,-0.2873344,1.35008128,10.37120016,-83.12359948,-12.7288,0.328424,0.531432,1.194136,79.170002,200.899994,51.659999,0.2188141936983065,0.3164979445509244,1.3976680338371623,24.2206151195877,107.35542895314056,20.458096078296244,0.0914413436396119,0.1327022663016724,0.3616026413119815,21.88781405285636,67.9386144633621,16.015971581792975,Lift Upward
5590575.0,5590840.0,15.169615430350635,0.0610316304659586,0.1049915205846008,0.1090799173205896,13.285193209390467,9.418826719219007,6.144851310650384,0.1201455999999999,-0.4331488,1.4505897600000004,10.41040008,-16.240000719999998,-16.9623998,0.377224,0.711504,1.025776,98.909996,184.660003,93.59,0.1576834552883719,0.479978144899786,1.4748805229515238,32.60493875825564,68.57504435316395,37.820315326321655,0.1021229987432801,0.2067876607537306,0.2665743895517767,30.89831065938617,66.62431301449045,33.803154355878696,Lift Upward
5674283.0,5674548.0,14.909707180051129,0.0233365729560561,0.0966480786496382,0.0659259222663336,12.57252078357141,8.822430302407573,3.984854082962198,0.20230528,-0.38077664,1.41594176,-4.191599559999999,-13.798400199999998,-2.2540001200000006,0.145912,0.512888,0.466528,129.779999,196.139999,53.619999,0.2068914661509265,0.4101204608896269,1.4226427430269908,34.87780430843664,63.09677163832079,15.151745305198348,0.0433203468384268,0.152341533636203,0.1379177529379825,34.62501590622318,61.56952771541328,14.983152847536468,Lift Upward
5594149.0,5594416.0,14.868150021394207,0.0247568833795101,0.089579464045431,0.0581237500510763,14.604774877358937,7.426119491868297,3.655001126424924,0.11179104,-0.2912384,1.36749312,18.86639976,-60.56679904,-15.413999960000002,0.224968,0.597312,0.6470879999999999,87.500002,168.209994,47.459999,0.1213492243073683,0.3402471786160173,1.3773240418181336,33.40665786919728,82.1815951807703,21.93246891576049,0.0472059065765969,0.175921394155458,0.1642683259880175,27.56925370925866,55.54707409489957,15.602621509666903,Lift Upward
5652871.0,5653136.0,14.523151884414082,0.0269867382739497,0.072050477361361,0.0704290548187796,12.026282354077717,8.682493219212988,4.152923770068565,0.31421344,-0.13191616,0.83703712,6.62200016,-113.50640156,-10.77440024,0.4889759999999999,0.610976,1.370792,88.900002,101.570007,38.290001,0.3574692035948271,0.2129682543854834,0.9710770403362238,28.084101727333216,117.86731812266882,17.186550003255462,0.1704527666014441,0.1671933135829731,0.4923001909508726,27.29223119703042,31.76478374443058,13.389914132760088,Lift Upward
