src,t_start_ms,t_end_ms,activity,drms_ax,drms_ay,drms_az,drms_gx,drms_gy,drms_gz,mean_ax,mean_ay,mean_az,mean_gx,mean_gy,mean_gz,p2p_ax,p2p_ay,p2p_az,p2p_gx,p2p_gy,p2p_gz,rms_ax,rms_ay,rms_az,rms_gx,rms_gy,rms_gz,std_ax,std_ay,std_az,std_gx,std_gy,std_gz
Punch Forward.csv,797686.0,797968.0,5.405038343479911,0.027565161393807706,0.061120335972025985,0.021260695128178034,5.575702730673107,2.3492188902201088,2.3112370336756265,0.6125180800000001,-0.11040512000000001,0.8658096000000002,-36.17880044,-4.39879996,10.93959996,0.14639999999999997,0.3172,0.23570400000000002,37.099999,37.310002,35.070001,0.6140139802280726,0.14100994540357784,0.8689870193125786,37.5343920890375,13.569799421715866,16.857389439744228,0.0428342104938751,0.08771837994688228,0.07424403195947807,9.996248707202968,12.837056331476628,12.825627915948917
Punch Forward.csv,797830.0,798108.0,12.993606812511173,0.02937270878440279,0.05350531121300015,0.049279342473968396,15.575537443349042,3.534681921333334,3.174308991864883,0.5094134399999999,-0.10007903999999998,0.7889984,-18.816000319999997,20.84319988,28.50960012,0.294264,0.408456,0.323056,128.869999,53.129999,38.430001,0.5177979506511782,0.15059332102268014,0.792690304276973,38.08549699052385,26.891044349507894,30.489011051944612,0.09280444410655345,0.11252792581985327,0.07641625018384504,33.11288590523274,16.990858864977028,10.806595019861556
Punch Forward.csv,797968.0,798247.0,20.260964688593607,0.10421737681084346,0.07475411664026715,0.06620595781851257,17.36713728297888,15.597785425742387,6.781816559128341,0.42672672000000006,-0.16480736,0.8103532800000001,13.96920008,27.084399879999996,23.853200319999996,0.396256,0.408456,0.369904,115.150001,76.019998,50.890001,0.4359372913817766,0.1982495780672433,0.8184019505963069,34.79725013420458,32.22806360349937,28.175274255062725,0.08913825472445373,0.11018815405328469,0.11449591404535622,31.87020655765081,17.466635817221835,14.995696510731085
Punch Forward.csv,798108.0,798387.0,12.758016543892625,0.10278821587451874,0.06383013883738621,0.05021551221153347,9.274141431960238,15.384142155046156,6.5601275138140585,0.53234944,-0.26180223999999996,0.836432,9.693600159999999,19.31720004,9.08040004,0.499712,0.548512,0.33574399999999993,103.810001,75.94999899999999,37.31,0.5565002397147373,0.2908799966292629,0.8409287930982979,32.00201583228157,24.26716968419681,14.129038376308566,0.16216223522832438,0.12677049960468878,0.08684897488030587,30.49857592196148,14.688134908701805,10.82478916897545
Punch Forward.csv,798247.0,798526.0,6.372523075045689,0.02347541232864718,0.03891500406441367,0.028743193095641512,4.451953357984279,5.47754712546298,3.13013653855556,0.7709228799999999,-0.53028032,0.7935270400000001,-13.2972,19.762399880000004,16.340800039999998,0.492392,0.64416,0.282064,42.980002,20.790001,43.190001,0.7853109004319754,0.5810859748981728,0.7975926222037913,18.03052722634589,20.409560793079315,21.884530348261993,0.14963663799279103,0.2376209006885918,0.08042902326124818,12.177207570703573,5.098796205907472,14.55716052727098
Punch Forward.csv,798387.0,798667.0,16.519056476740925,0.07985376087156654,0.05354526120333464,0.03301371997619576,10.992990834807873,10.701713840043173,12.252650200705114,0.7645788800000001,-0.71417824,0.6420908799999999,-28.851200279999997,54.68119964,-17.24239984,1.084824,0.313296,0.42358399999999996,82.18000099999999,143.14999799999998,210.070007,0.8131046393464497,0.7226630973693897,0.658701149087566,37.36808021440761,71.20567127377991,64.11498985980738,0.2766916890415496,0.11041464490737812,0.14699151550380585,23.74829807194042,45.60936337507979,61.752988368829335
Punch Forward.csv,798526.0,798808.0,44.72393949993483,0.29016635867952256,0.17793735201656416,0.3044173570872725,37.87336349018934,28.855021893092495,35.39714675674307,-0.14394047999999998,-0.3383792,0.8238806400000002,-13.980400600000001,90.43719992,-122.64840068,2.9904640000000002,1.772416,1.8851439999999997,361.829994,289.660003,330.260002,1.0252642384681132,0.6084950958506076,0.9592719113247504,90.9921749366395,122.86700273978856,161.30340514703846,1.0151097954896158,0.5057329321703303,0.49134844142403705,89.91175840102075,83.17098792781749,104.76716242538879
Punch Forward.csv,798667.0,798949.0,57.05175227562944,0.29094651128114024,0.33513032117869207,0.40472933206279976,57.18892005992807,30.133631483831206,36.45193864058173,-0.5314905600000001,-0.22719328,1.02491712,8.31880032,49.31640039999999,-85.6268012,2.3184880000000003,2.2545599999999997,1.8851439999999997,361.829994,289.660003,374.5,0.8809976545007597,0.6015354363078538,1.1185860081061625,102.19473986561934,107.70877336675971,156.45531440251693,0.702619848756585,0.5569812336667381,0.4480843164648653,101.85559590634956,95.75527406758796,130.9439434301797
Punch Forward.csv,798808.0,799093.0,32.01569870519635,0.08637232383890879,0.293025172861764,0.2694029808347834,45.392144406714316,13.284079208053294,14.966841737710318,0.012121919999999998,-0.38794048000000003,0.91859168,14.812000479999996,-5.843599760000001,12.944399800000001,0.578768,1.8319519999999998,1.22976,347.619995,115.36000100000001,105.629998,0.1329184081951029,0.55653952244289,0.9506002360068716,77.5410069885967,26.064687543786146,32.40660062665013,0.13236450541075429,0.3990468945103189,0.24460199126560195,76.11315527940017,25.4011865589017,29.70909419677686
Punch Forward.csv,798949.0,799235.0,9.551163160938978,0.029167612083725102,0.06124497210383886,0.03620543992275194,11.352766718624151,3.984854137857495,2.2281653514345234,0.08975296,-0.33847679999999997,0.97656608,3.0407999199999995,-2.8756,-0.6188,0.106384,0.372832,0.17860799999999988,67.200001,24.5,19.740000000000002,0.093546837935229,0.3496040991613228,0.9776777123534318,16.435499127972964,6.45794673251491,4.351523411404332,0.02637076143986745,0.08750132577372756,0.04660901872034638,16.151754314381087,5.782387105685678,4.307301076080009
